4.657534246575342207e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.625000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.150684931506849140e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.890410958904108707e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.054794520547945091e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.698630136986301165e-01,0.000000000000000000e+00,6.666666666666666297e-01,1.000000000000000000e+00,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.287671232876712146e-01,1.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.191780821917808098e-01,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.109589041095890183e-01,0.000000000000000000e+00,6.666666666666666297e-01,1.000000000000000000e+00,1.625000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.890410958904108707e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.835616438356164171e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.520547945205479201e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.849315068493149194e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.625000000000000666e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.479452054794520244e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.287671232876712146e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.739726027397260122e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.191780821917808098e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.657534246575342207e-01,0.000000000000000000e+00,3.333333333333333148e-01,1.000000000000000000e+00,1.750000000000000167e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.712328767123287854e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.875000000000000444e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.383561643835616195e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.602739726027397116e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.876712328767123128e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.150684931506849140e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.479452054794520244e-02,1.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,3.875000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.109589041095890183e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.739726027397260122e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.383561643835616195e-01,0.000000000000000000e+00,3.333333333333333148e-01,1.000000000000000000e+00,8.750000000000000833e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.109589041095890183e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
